Publication Type,Authors_x,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI_x,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,id,Web of Science Record,doi,Name,Scholar Link,DOI_y,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors_y
J,"Florida, R; Mellander, C",,,,"Florida, Richard; Mellander, Charlotta",,,"Technology, talent and economic segregation in cities",APPLIED GEOGRAPHY,,,English,Article,,,,,,,INEQUALITY; CITY,,"[Florida, Richard] Univ Toronto, Rotman Sch Management & Sch Cities, Toronto, ON, Canada; [Mellander, Charlotta] Jonkoping Univ, Jonkoping Int Business Sch, Jonkoping, Sweden",University of Toronto; Jonkoping University,"Mellander, C (corresponding author), Jonkoping Univ, Jonkoping Int Business Sch, Jonkoping, Sweden.",richard.florida@rotman.utoronto.ca; charlotta.mellander@ju.se,,,Martin Prosperity Institute,Martin Prosperity Institute,We thank Deborah Strumsky for providing her patent and inventor data; Karen King for help with various aspects of this research; and the Martin Prosperity Institute for research support.,,64,9,9,2,28,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0143-6228,1873-7730,,APPL GEOGR,Appl. Geogr.,MAR,2020,116,,,,,,,,102167,10.1016/j.apgeog.2020.102167,http://dx.doi.org/10.1016/j.apgeog.2020.102167,,,9,Geography,Social Science Citation Index (SSCI),Geography,KS6FW,,,,,28/01/2024,WOS:000518403700010,View Full Record in Web of Science,10.1016/j.apgeog.2020.102167,"Technology, talent and economic segregation in cities",,10.1016/j.apgeog.2020.102167,TRUE,WOS:000518403700010.pdf,2020,,Applied Geography,TRUE,,"Florida, Richard and Mellander, Charlotta"
J,"Pangallo, M; Nadal, JP; Vignes, A",,,,"Pangallo, Marco; Nadal, Jean-Pierre; Vignes, Annick",,,Residential income segregation: A behavioral model of the housing market,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,,,English,Article,,,,,,Agent-based model; Housing market; Spatial segregation; Aspiration level heuristic; Income inequality,LAND-MARKET; INEQUALITY; HOUSEHOLDS; SEARCH; PRICES; CITY,"We represent the functioning of the housing market and study the relation between income segregation, income inequality and house prices by introducing a spatial Agent-Based Model (ABM). Differently from traditional models in urban economics, we explicitly specify the behavior of buyers and sellers and the price formation mechanism. Buyers who differ by income select among heterogeneous neighborhoods using a probabilistic model of residential choice; sellers employ an aspiration level heuristic to set their reservation offer price; prices are determined through a continuous double auction. We first provide an approximate analytical solution of the ABM, shedding light on the structure of the model and on the effect of the parameters. We then simulate the ABM and find that: (i) a more unequal income distribution lowers the prices globally, but implies stronger segregation; (ii) a spike in demand in one part of the city increases the prices all over the city; (iii) subsidies are more efficient than taxes in fostering social mixing. (C) 2019 Elsevier B.V. All rights reserved.","[Pangallo, Marco] Univ Oxford, Oxford Martin Sch, Inst New Econ Thinking, Oxford OX26ED, England; [Pangallo, Marco] Univ Oxford, Math Inst, Oxford OX13LP, England; [Nadal, Jean-Pierre; Vignes, Annick] Ecole Hautes Etud Sci Sociales, Ctr Anal & Math Sociales, 54 Bd Raspail, F-75006 Paris, France; [Nadal, Jean-Pierre] Ecole Normale Super, Lab Phys Stat, 24 Rue Lhomond, F-75231 Paris, France; [Vignes, Annick] Ecole Ponts ParisTech, 6-8 Ave Blaise Pascal, F-77455 Champs Sur Marne, France",University of Oxford; University of Oxford; Universite Paris Cite; Universite PSL; Ecole Normale Superieure (ENS); Ecole des Ponts ParisTech,"Pangallo, M (corresponding author), Univ Oxford, Oxford Martin Sch, Inst New Econ Thinking, Oxford OX26ED, England.",marco.pangallo@maths.ox.ac.uk,"Nadal, Jean-Pierre/HHM-8804-2022","Nadal, Jean-Pierre/0000-0003-0022-0647; Pangallo, Marco/0000-0001-9966-1674",,,,,61,15,17,5,34,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0167-2681,1879-1751,,J ECON BEHAV ORGAN,J. Econ. Behav. Organ.,MAR,2019,159,,,,,,15,35,,10.1016/j.jebo.2019.01.010,http://dx.doi.org/10.1016/j.jebo.2019.01.010,,,21,Economics,Social Science Citation Index (SSCI),Business & Economics,HU1VZ,,"Green Published, Green Submitted",,,28/01/2024,WOS:000465061200002,View Full Record in Web of Science,10.1016/j.jebo.2019.01.010,Residential income segregation: A behavioral model of the housing market,,10.1016/j.jebo.2019.01.010,TRUE,WOS:000465061200002.pdf,2019,,Journal of Economic Behavior &amp; Organization,TRUE,,"Pangallo, Marco and Nadal, Jean-Pierre and Vignes, Annick"
J,"Owens, A",,,,"Owens, Ann",,,Income Segregation between School Districts and Inequality in Students' Achievement,SOCIOLOGY OF EDUCATION,,,English,Article,,,,,,class inequality; race; segregation; achievement gap; poverty and education; quantitative research on education; school catchment zones; politically defined school boundaries,FAMILY INCOME; MATTER; BLACK; MIDDLE; CHILD; RESEGREGATION; DETERMINANTS; IMPACTS; TRENDS; WHITE,"Large achievement gaps exist between high- and low-income students and between black and white students. This article explores one explanation for such gaps: income segregation between school districts, which creates inequality in the economic and social resources available in advantaged and disadvantaged students' school contexts. Drawing on national data, I find that the income achievement gap is larger in highly segregated metropolitan areas. This is due mainly to high-income students performing better, rather than low-income children performing worse, in more-segregated places. Income segregation between districts also contributes to the racial achievement gap, largely because white students perform better in more economically segregated places. Descriptive portraits of the school districts of high- and low-income students show that income segregation creates affluent districts for high-income students while changing the contexts of low-income students negligibly. Considering income and race jointly, I find that only high-income white families live in the affluent districts created by income segregation; black families with identically high incomes live in districts more similar to those of low-income white families. My results demonstrate that the spatial inequalities created by income segregation between school districts contribute to achievement gaps between advantaged and disadvantaged students, with implications for future research and policy.","[Owens, Ann] Univ Southern Calif, Sociol, Los Angeles, CA USA",University of Southern California,"Owens, A (corresponding author), Univ Southern Calif, Dept Sociol, 851 Downey Way,MC 1059, Los Angeles, CA 90089 USA.",annowens@usc.edu,,,"Spencer Foundation [201500113]; Russell Sage Foundation [83-15-01]; National Academy of Education/Spencer Foundation postdoctoral fellowship; Direct For Social, Behav & Economic Scie [1623684] Funding Source: National Science Foundation; Divn Of Social and Economic Sciences [1623684] Funding Source: National Science Foundation","Spencer Foundation; Russell Sage Foundation; National Academy of Education/Spencer Foundation postdoctoral fellowship; Direct For Social, Behav & Economic Scie(National Science Foundation (NSF)NSF - Directorate for Social, Behavioral & Economic Sciences (SBE)); Divn Of Social and Economic Sciences(National Science Foundation (NSF)NSF - Directorate for Social, Behavioral & Economic Sciences (SBE))","This research was supported by the Spencer Foundation (Grant 201500113) and the Russell Sage Foundation (Project 83-15-01). The author was also supported by a National Academy of Education/Spencer Foundation postdoctoral fellowship. The author appreciates feedback from Peter Rich, Dick Murnane, Daniel Schrage, and audiences at the APPAM and PAA conferences and the Columbia University Center on Wealth and Inequality.",,77,112,139,5,96,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",0038-0407,1939-8573,,SOCIOL EDUC,Sociol. Educ.,JAN,2018,91,1,,,,,1,27,,10.1177/0038040717741180,http://dx.doi.org/10.1177/0038040717741180,,,27,Education & Educational Research; Sociology,Social Science Citation Index (SSCI),Education & Educational Research; Sociology,FS3YT,,,,,28/01/2024,WOS:000419722300001,View Full Record in Web of Science,10.1177/0038040717741180,Income Segregation between School Districts and Inequality in Students’ Achievement,,10.1177/0038040717741180,TRUE,WOS:000419722300001.pdf,2017,,Sociology of Education,TRUE,SciHub,"Owens, Ann"
J,"Haddad, MA",,,,"Haddad, Monica A.",,,Residential income segregation and commuting in a Latin American city,APPLIED GEOGRAPHY,,,English,Article,,,,,,,SPATIAL MISMATCH; LOCAL INDICATORS; LAND-TENURE; SAO-PAULO; URBAN; BRAZIL; ACCESSIBILITY; TIME; RIO,,"[Haddad, Monica A.] Iowa State Univ, Dept Community & Reg Planning, 583 Coll Design,715 Bissell Rd, Ames, IA 50011 USA",Iowa State University,"Haddad, MA (corresponding author), Iowa State Univ, Dept Community & Reg Planning, 583 Coll Design,715 Bissell Rd, Ames, IA 50011 USA.",haddad@iastate.edu,,,,,,,46,7,7,0,4,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0143-6228,1873-7730,,APPL GEOGR,Appl. Geogr.,APR,2020,117,,,,,,,,102186,10.1016/j.apgeog.2020.102186,http://dx.doi.org/10.1016/j.apgeog.2020.102186,,,11,Geography,Social Science Citation Index (SSCI),Geography,LK7BJ,,Green Submitted,,,28/01/2024,WOS:000531017300007,View Full Record in Web of Science,10.1016/j.apgeog.2020.102186,Residential income segregation and commuting in a Latin American city,,10.1016/j.apgeog.2020.102186,TRUE,WOS:000531017300007.pdf,2020,,Applied Geography,TRUE,,"Haddad, MÃ´nica A."
J,"Nilsson, I; Delmelle, EC",,,,"Nilsson, Isabelle; Delmelle, Elizabeth C.",,,On the link between rail transit and spatial income segregation,APPLIED GEOGRAPHY,,,English,Article,,,,,,Public Transit; Income diversity; Income segregation; Neighborhood change,LIGHT RAIL; NEIGHBORHOOD CHANGE; GENTRIFICATION; INEQUALITY; STATIONS; POVERTY; IMPACTS; ACCESS,"The link between transportation infrastructure and income segregation has long been recognized in the literature, but has received renewed attention with the increased investment in rail transit in US cities. In this paper, we examine the impacts of rail transit investments on neighborhood income diversity and metropolitan income segregation. For the neighborhood-level analysis, we apply a difference-in-difference approach combined with propensity score matching in 11 metropolitan areas that invested in rail transit between 2000 and 2005. We then estimate the effect of changes in rail transit access on income segregation across the 50 largest metropolitan areas in the US between 1990 and 2010. We find no statistical evidence that rail transit investments spur changes in neighborhood income diversity when compared to similar neighborhoods elsewhere in the city. Similarly, we find no significant impact of new or expanded rail transit lines on metropolitan wide income segregation.","[Nilsson, Isabelle; Delmelle, Elizabeth C.] Univ North Carolina Charlotte, Dept Geog & Earth Sci, Charlotte, NC 28223 USA",University of North Carolina; University of North Carolina Charlotte,"Nilsson, I (corresponding author), Univ North Carolina Charlotte, Dept Geog & Earth Sci, Charlotte, NC 28223 USA.",inilsso1@uncc.edu,,"Nilsson, Isabelle/0000-0003-0403-1309","National Science Foundation [1759714]; Direct For Social, Behav & Economic Scie; Division Of Behavioral and Cognitive Sci [1759714] Funding Source: National Science Foundation","National Science Foundation(National Science Foundation (NSF)); Direct For Social, Behav & Economic Scie; Division Of Behavioral and Cognitive Sci(National Science Foundation (NSF)NSF - Directorate for Social, Behavioral & Economic Sciences (SBE))",This work was supported by the National Science Foundation under Grant number 1759714.,,66,8,8,1,10,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0143-6228,1873-7730,,APPL GEOGR,Appl. Geogr.,DEC,2020,125,,,,,,,,102364,10.1016/j.apgeog.2020.102364,http://dx.doi.org/10.1016/j.apgeog.2020.102364,,,11,Geography,Social Science Citation Index (SSCI),Geography,PK3AP,,hybrid,,,28/01/2024,WOS:000602322700001,View Full Record in Web of Science,10.1016/j.apgeog.2020.102364,On the link between rail transit and spatial income segregation,,10.1016/j.apgeog.2020.102364,TRUE,WOS:000602322700001.pdf,2020,,Applied Geography,TRUE,,"Nilsson, Isabelle and Delmelle, Elizabeth C."
J,"Schmidheiny, K",,,,"Schmidheiny, K",,,Income segregation and local progressive taxation: Empirical evidence from Switzerland,JOURNAL OF PUBLIC ECONOMICS,,,English,Article; Proceedings Paper,Trans-Atlantic Public Economics Seminar,"MAY 20-22, 2004","Munich, GERMANY",,,location choice; segregation; fiscal federalism; progressive taxation; discrete choice; social interactions,MULTINOMIAL PROBIT MODEL; RESIDENTIAL CHOICE; PUBLIC-SERVICES; LOGIT MODEL; EQUILIBRIUM; LOCATION; REDISTRIBUTION; HETEROGENEITY; DEMAND,"This study investigates spatial income segregation in fiscally decentralized urban areas. The theoretical part proposes the progressivity of local income taxes as a new theoretical explanation for income segregation. The empirical part studies how income tax differentials across municipalities affect the households' location decisions. 1 use data from the Swiss metropolitan area of Basel that contains tax information on all moving households in 1997. The location choice of the households is investigated within the framework of the random utility maximization model. Different econometric specifications of the error term structure, such as conditional logit, nested logit and multinormal probit, are compared. The empirical results show that rich households are significantly and substantially more likely to move to low-tax municipalities than poor households. This result holds after controlling for alternative explanations of segregation. Social interactions and distance from the central business district are established as other major factors for income segregation. Households in general tend to choose locations close to other households like themselves. (c) 2005 Elsevier B.V. All rights reserved.","Tufts Univ, Dept Econ, Medford, MA 02155 USA; CESifo, Munich, Germany",Tufts University; Ifo Institut,"Schmidheiny, K (corresponding author), Tufts Univ, Dept Econ, Medford, MA 02155 USA.",kurt.schmidheiny@tufts.edu,"Schmidheiny, Kurt/R-4167-2016","Schmidheiny, Kurt/0000-0001-7637-7451",,,,,53,61,66,0,19,ELSEVIER SCIENCE SA,LAUSANNE,"PO BOX 564, 1001 LAUSANNE, SWITZERLAND",0047-2727,,,J PUBLIC ECON,J. Public Econ.,FEB,2006,90,3,,,SI,,429,458,,10.1016/j.jpubeco.2005.09.003,http://dx.doi.org/10.1016/j.jpubeco.2005.09.003,,,30,Economics,Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH); Social Science Citation Index (SSCI),Business & Economics,017XY,,"Green Published, Green Submitted",,,28/01/2024,WOS:000235727800003,View Full Record in Web of Science,10.1016/j.jpubeco.2005.09.003,Income segregation and local progressive taxation: Empirical evidence from Switzerland,,10.1016/j.jpubeco.2005.09.003,TRUE,WOS:000235727800003.pdf,2006,,Journal of Public Economics,TRUE,SciHub,"Schmidheiny, Kurt"
J,"Nechyba, T",,,,"Nechyba, T",,,"School finance, spatial income segregation, and the nature of communities",JOURNAL OF URBAN ECONOMICS,,,English,Article,,,,,,,PROPERTY TAXES; EQUILIBRIUM; EXISTENCE; MOBILITY; STRATIFICATION; COMPETITION; ECONOMIES; VOUCHERS; PRIVATE; MARKET,"In a general equilibrium model that links school and housing markets, a purely public school system (regardless of the degree of centralization) results in substantially more spatial income segregation than a purely private system. However, the combination of a public system with a private school market yields the least residential segregation as housing price distortions from the capitalization of the public system generate incentives for middle and high income private school attendees to live with lower income public school attendees. The impact of vouchers and the sensitivity of results to alternative school production models is also investigated. (C) 2003 Elsevier Inc. All rights reserved.","NBER, Cambridge, MA 02138 USA; Duke Univ, Dept Econ, Durham, NC 27708 USA",National Bureau of Economic Research; Duke University,"Nechyba, T (corresponding author), NBER, Cambridge, MA 02138 USA.",,,,,,,,27,47,61,1,20,ACADEMIC PRESS INC ELSEVIER SCIENCE,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",0094-1190,,,J URBAN ECON,J. Urban Econ.,JUL,2003,54,1,,,,,61,88,,10.1016/S0094-1190(03)00041-X,http://dx.doi.org/10.1016/S0094-1190(03)00041-X,,,28,Economics; Urban Studies,Social Science Citation Index (SSCI),Business & Economics; Urban Studies,699CZ,,Green Submitted,,,28/01/2024,WOS:000184039500004,View Full Record in Web of Science,10.1016/S0094-1190(03)00041-X,"School finance, spatial income segregation, and the nature of communities",,10.1016/S0094-1190(03)00041-X,TRUE,WOS:000184039500004.pdf,2003,,Journal of Urban Economics,TRUE,SciHub,"Nechyba, Thomas"
J,"Yang, R; Jargowsky, PA",,,,"Yang, Rebecca; Jargowsky, Paul A.",,,Suburban development and economic segregation in the 1990s,JOURNAL OF URBAN AFFAIRS,,,English,Article; Proceedings Paper,Annual Meeting of the Western-Economic-Association,"JUL 08, 2005","San Francisco, CA",Western Econ Assoc,,,US METROPOLITAN-AREAS; UNITED-STATES; RESIDENTIAL SEGREGATION; SPRAWL; POVERTY; RACE,"Suburbanization is changing the face of urban America. A common claim is that suburban sprawl has contributed to increasing levels of economic segregation, but few studies have directly tested this hypothesis. Using U.S. Census data for 1990 and 2000, this paper examines the trends in and the relationship between suburban development patterns and economic segregation in U.S. metropolitan areas. We find that economic segregation, as measured by the Neighborhood Sorting Index (NSI), declined during the 1990s, reversing the earlier trend. However, results from cross-sectional and fixed-effects regression models at the metropolitan level suggest that suburbanization, as measured by five different indicators, was a countervailing influence during the decade. Metropolitan areas that were suburbanizing more rapidly had smaller declines in economic segregation than comparable metropolitan areas.","Univ Texas, Texas Sch Project, Cecil & Ida Green Ctr Study Sci & Soc, Richardson, TX 75083 USA",University of Texas System; University of Texas Dallas,"Jargowsky, PA (corresponding author), Univ Texas, Texas Sch Project, Cecil & Ida Green Ctr Study Sci & Soc, Mail Stn GC21,POB 830688, Richardson, TX 75083 USA.",jargo@utdallas.edu,,"Jargowsky, Paul A./0000-0002-5579-523X",,,,,64,41,62,0,13,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0735-2166,1467-9906,,J URBAN AFF,J. Urban Aff.,,2006,28,3,,,,,253,273,,10.1111/j.1467-9906.2006.00291.x,http://dx.doi.org/10.1111/j.1467-9906.2006.00291.x,,,21,Urban Studies,Social Science Citation Index (SSCI); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Urban Studies,055PH,,,,,28/01/2024,WOS:000238462200003,View Full Record in Web of Science,10.1111/j.1467-9906.2006.00291.x,Suburban Development and Economic Segregation in the 1990S,,10.1111/j.1467-9906.2006.00291.x,TRUE,WOS:000238462200003.pdf,2006,,Journal of Urban Affairs,TRUE,SciHub,"Yang, Rebecca and Jargowsky, Paul A."
J,"Mayer, SE",,,,"Mayer, SE",,,How economic segregation affects children's educational attainment,SOCIAL FORCES,,,English,Article,,,,,,,SCHOOL-FINANCE; INEQUALITY; POVERTY; AREAS,"Economic segregation increased in the U.S. between 1970 and 1990. Three hypotheses suggest that economic segregation affects low-income children's educational attainment, but they provide different predictions about the direction of the effect. I combine census data with data from the Panel Study of Income Dynamics to show that an increase in economic segregation between census tracts in the same state hardly changes overall educational attainment but it exacerbates inequality between high-income and low-income children. With overall inequality held constant changes in economic inequality within census tracts have little effect on low-income children's educational attainment. But changes in inequality between census tracts reduce the educational attainment Of low-income children. Substituting segregation between school districts for segregation between census tracts yields the same conclusions.","Univ Chicago, Harris Sch, Chicago, IL 60637 USA",University of Chicago,"Mayer, SE (corresponding author), Univ Chicago, Harris Sch, 1155 E 60th St, Chicago, IL 60637 USA.",,,,,,,,48,64,111,0,20,UNIV NORTH CAROLINA PRESS,CHAPEL HILL,"BOX 2288, JOURNALS DEPT, CHAPEL HILL, NC 27515-2288 USA",0037-7732,,,SOC FORCES,Soc. Forces,SEP,2002,81,1,,,,,153,176,,10.1353/sof.2002.0053,http://dx.doi.org/10.1353/sof.2002.0053,,,24,Sociology,Social Science Citation Index (SSCI),Sociology,622AR,,,,,28/01/2024,WOS:000179624500006,View Full Record in Web of Science,10.1353/sof.2002.0053,How Economic Segregation Affects Children's Educational Attainment,,10.1353/sof.2002.0053,TRUE,WOS:000179624500006.pdf,2002,,Social Forces,TRUE,SciHub,"Mayer, S. E."
J,"Brighouse, H",,,,"Brighouse, Harry",,,Educational justice and socio-economic segregation in schools,JOURNAL OF PHILOSOPHY OF EDUCATION,,,English,Article,,,,,,,,"Sociologists exploring educational injustice often focus on socio-economic segregation as a central measure of injustice. The comprehensive ideal, furthermore, has the idea of socio-economic integration built into it. The current paper argues that socio-economic segregation is valuable only insofar as it serves other, more fundamental values. This matters because sometimes policy-makers will find themselves facing trade-offs between increasing integration and promoting the other, more fundamental values that underpin the value of integration.","[Brighouse, Harry] Univ Wisconsin, Dept Philosophy, Madison, WI 53706 USA; [Brighouse, Harry] Univ Wisconsin, Dept Educ Policy Studies, Madison, WI 53706 USA",University of Wisconsin System; University of Wisconsin Madison; University of Wisconsin System; University of Wisconsin Madison,"Brighouse, H (corresponding author), Univ Wisconsin, Dept Philosophy, 600 N Pk St, Madison, WI 53706 USA.",mhbrigho@wisc.edu,,,,,,,22,16,26,0,7,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0309-8249,1467-9752,,J PHILOS EDUC,J. Philos. Educ.,NOV,2007,41,4,,,,,575,590,,10.1111/j.1467-9752.2007.00583.x,http://dx.doi.org/10.1111/j.1467-9752.2007.00583.x,,,16,Education & Educational Research; History Of Social Sciences,Social Science Citation Index (SSCI),Education & Educational Research; Social Sciences - Other Topics,267AK,,,,,28/01/2024,WOS:000253480100006,View Full Record in Web of Science,10.1111/j.1467-9752.2007.00583.x,Educational Justice and Socio-Economic Segregation in Schools,,10.1111/j.1467-9752.2007.00583.x,TRUE,WOS:000253480100006.pdf,2007,,Journal of Philosophy of Education,TRUE,SciHub,"BRIGHOUSE, HARRY"
J,"Yavas, M",,,,"Yavas, Mustafa",,,Dissecting income segregation: Impacts of concentrated affluence on segregation of poverty,JOURNAL OF MATHEMATICAL SOCIOLOGY,,,English,Article,,,,,,Agent-based modeling; analytical sociology; concentration of affluence; concentration of poverty; eviction; income inequality; income segregation; residential segregation,SOCIAL DISTANCE DYNAMICS; RESIDENTIAL SEGREGATION; ECONOMIC SEGREGATION; ETHNIC-PREFERENCES; INEQUALITY; NEIGHBORHOODS; MECHANISMS; CRIME; MODEL,"This article investigates how income inequality shapes residential segregation by income. Using agent-based modeling, it develops a residential preferences model that is capable of generating results mimicking empirical income segregation patterns. Simulation analysis shows how varying income inequality produces differential residential mobility outcomes that alter income segregation profiles. The model is used to capture the distinct impacts of households' moves into richer or poorer neighborhoods, and how these impacts are further differentiated with respect to the moving household's income. The article demonstrates how aggregating such diverse outcomes of micro-level interactions at a meso-level can help us to better understand the changes in macro-level income segregation patterns. Analyzing residential mobility patterns carefully, the article suggests that i) segregation of affluence and of poverty can trigger each other via initiating cascades of residential mobility and housing prices, and ii) increasing income inequality can disrupt housing market and lead to shortages in affordable housing, which can yield high residential instability and eviction rates among the poorest stratum.","[Yavas, Mustafa] Yale Univ, Dept Sociol, 493 Coll St, New Haven, CT 06511 USA",Yale University,"Yavas, M (corresponding author), Yale Univ, Dept Sociol, 493 Coll St, New Haven, CT 06511 USA.",mustafa.yavas@yale.edu,,"Yavas, Mustafa/0000-0002-2777-1986",,,,,49,2,2,2,13,TAYLOR & FRANCIS INC,PHILADELPHIA,"530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA",0022-250X,1545-5874,,J MATH SOCIOL,J. Math. Sociol.,Jan/02,2019,43,1,,,,,1,22,,10.1080/0022250X.2018.1476858,http://dx.doi.org/10.1080/0022250X.2018.1476858,,,22,"Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Sociology",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Mathematics; Mathematical Methods In Social Sciences; Sociology,HE3VR,,,,,28/01/2024,WOS:000453291100001,View Full Record in Web of Science,10.1080/0022250X.2018.1476858,Dissecting income segregation: Impacts of concentrated affluence on segregation of poverty,,10.1080/0022250X.2018.1476858,TRUE,WOS:000453291100001.pdf,2018,,The Journal of Mathematical Sociology,TRUE,SciHub,"Yavaş, Mustafa"
