"@_fa","prism:url","dc:identifier","eid","dc:title","dc:creator","prism:publicationName","prism:eIssn","prism:volume","prism:issueIdentifier","prism:coverDate","prism:coverDisplayDate","prism:doi","dc:description","citedby-count","pubmed-id","prism:aggregationType","subtype","subtypeDescription","author-count.@limit","author-count.@total","author-count.$","article-number","source-id","fund-acr","fund-no","fund-sponsor","openaccess","openaccessFlag","freetoread.value.$","freetoreadLabel.value.$","entry_number","authkeywords","prism:issn","pii","prism:pageRange"
"true","https://api.elsevier.com/content/abstract/scopus_id/85187671922","SCOPUS_ID:85187671922","2-s2.0-85187671922","Achieving Neighborhood-Level Collaborative Governance through Participatory Regeneration: Cases of Three Residential Heritage Neighborhoods in Shanghai","Wang H.","Sustainability (Switzerland)","20711050","16","5","2024-03-01","March 2024","10.3390/su16052082","Residential heritage neighborhoods in China are experiencing a transformation from large-scale demolishment, which is associated with relocating residents, to small-scale neighborhood regeneration, and distinctive models of participatory regeneration are emerging. Participatory regeneration is increasingly considered to be an effective way to achieve multiple goals in urban development; however, little research has investigated the impacts of participatory regeneration on achieving neighborhood-based collaborative governance. This study aims to explore which mechanisms associated with participatory regeneration facilitate or constrain neighborhood-based collaborative governance, using case studies in Shanghai. Based on the investigation of three nuanced pathways in participatory regeneration, this study compares four dimensions associated with participatory regeneration (i.e., participatory decision-making, inclusion, collective problem-solving, and power-sharing) and explores key mechanisms that are applicable for achieving collaborative governance in different scenarios, aiming to enhance social development and social sustainability in future. The findings indicate that although grassroots government played vital roles in participatory heritage neighborhood regeneration through financial support and supervision strategies, facilitating mechanisms could still be observed for achieving collaborative governance. Furthermore, this study provides suggestions for planners in building collaborative governance in other developing areas which are experiencing rapid urbanization with strong state interventions.","0",NA,"Journal","ar","Article","100","2","2","2082","21100240100",NA,"YB2023-G-092","Fundamental Research Funds for the Central Universities","1","TRUE",NA,NA,"32","collaborative governance | collective problem-solving | inclusion | participatory decision-making | participatory neighborhood regeneration | power-sharing",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85187017418","SCOPUS_ID:85187017418","2-s2.0-85187017418","Calculative governmentality for agreement: Politics of urban redevelopment in Chengdu, China","Huang X.","Geoforum",NA,"150",NA,"2024-03-01","March 2024","10.1016/j.geoforum.2024.103991","Recently, the role of the state in urban redevelopment has drawn increasing scholarly attention. However, insufficient efforts have been made to determine how the state intervenes in and legitimizes the processes of urban redevelopment. Existing theoretical angles have also not provided convincing explanations for the democratization of urban redevelopment in some traditionally authoritarian regimes. Hence, this study attempts to narrow these gaps by examining the politics of urban redevelopment in Chengdu, China, from a Foucauldian governmentality perspective. A series of calculative tactics was adopted to promote the processes of reaching an agreement and legitimizing the demolition of old communities. These tactics enabled the local state to maintain its dominance in the participatory politics of urban redevelopment. This study contributes to the literature on urban redevelopment by elaborating the processes and roles of the state and governmentality and clarifying the calculative foundation of democratized urban politics in authoritarian regimes.","0",NA,"Journal","ar","Article","100","2","2","103991","28611","NSFC","2023A04J0911","National Natural Science Foundation of China","0","FALSE",NA,NA,"33","Calculative governmentality | China | Democratization | Redistricting | Urban politics | Urban redevelopment","00167185","S0016718524000526",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85185175089","SCOPUS_ID:85185175089","2-s2.0-85185175089","Central–local state strategic coupling towards making entrepreneurial cities in China","Zhang M.","Political Geography",NA,"109",NA,"2024-03-01","March 2024","10.1016/j.polgeo.2024.103062","The temporal and geographic varieties of entrepreneurial urban governance have sparked considerable debate. A key research gap that remains unfilled is the role of national states in the transition of urban governance from a singular logic of growth. This paper attempts to reveal how the national state and its top-down territorial logic shape this transition in China. Based on a theoretical engagement between political and economic geographers' approaches to city-regional development, we conceptualise a ‘central-local state strategic coupling’ between national geopolitical goals and local entrepreneurial strategies. We argue that municipalities endeavour to plug their city-regions into national geopolitical strategies to unlock the resources (e.g., land and financial capital) necessary for the implementation of local entrepreneurial strategies. The central state strategically selects certain city-regions to develop by privileging their municipalities' access to key resources to facilitate local entrepreneurial strategies. Thus, the central state aligns city-regional development/transformation to its geopolitical goals/strategies in a subtle and depoliticised manner. We substantiate this argument by taking local economic space production as a lens, with a comparative analysis of the emerging urban entrepreneurial/economic space production strategies in three Chinese inland cities.","0",NA,"Journal","ar","Article","100","2","2","103062","22857",NA,"CUHK14616421",NA,"0","FALSE",NA,NA,"34","China | Entrepreneurial state | State strategic coupling | Urban entrepreneurialism","09626298","S0962629824000118",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85184068865","SCOPUS_ID:85184068865","2-s2.0-85184068865","Sustainable city development from the perspective of corporate green innovation and governance","Jin H.","Sustainable Cities and Society",NA,"102",NA,"2024-03-01","March 2024","10.1016/j.scs.2024.105216","The global consensus on green and city sustainable development is reshaping corporate innovation concepts, strategies, and practice. In the context of Chinese ""carbon peak"" and ""carbon neutrality"", encouraging corporate green innovation has become the focus of academic and government attention. As the core element to achieve the goal of city sustainability, corporate green transformation brings technological innovation and the business model change, which impact on firm pollutant discharge, consumer behavior and stakeholder value. These synergies effect provides a green, healthy, and sustainable living environment for city development. Based on the perspective of Stakeholder Influence Theory, this study explores the positive effects of Shareholder Influence on corporate green innovation by empirically testing 17,923 observations of 3205 A-share listed companies in China from 2011 to 2020. The results shows that the decision-making efficiency with Shareholder Power Influence and information advantage with Shareholder Network Influence both promote corporate green innovation. Among them, the power and network of the Top Management Team (TMT) play a moderating role. This study emphasizes the driven force of corporate governance in the context of city sustainable development and puts forward the economic agenda and requirements to achieve cities' low-carbon transformation.","0",NA,"Journal","ar","Article","100","3","3","105216","19700194105",NA,"undefined",NA,"0","FALSE",NA,NA,"35","Corporate green innovation | Shareholder influence | Stakeholder influence theory | Sustainable city development | TMT","22106707","S2210670724000453",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85183323648","SCOPUS_ID:85183323648","2-s2.0-85183323648","Revealing patterns in household product consumption and sharing: An approach to support urban governance towards a sustainable sharing economy","Jiménez Encarnación D.","Sustainable Production and Consumption","23525509","45",NA,"2024-03-01","March 2024","10.1016/j.spc.2024.01.009","To accomplish the sustainability potential of the sharing economy (SE), there is a need for proactive governance of the SE. In this paper, we aim to generate knowledge on household product consumption and sharing to support SE governance in Gothenburg City (Sweden). Data from two independent cross-sectional questionnaire surveys were statistically analyzed, which generated insights within 7 product groups covering household durables; and within 20 demographic categories regarding gender, age, dwelling type, education level, family composition, and income. Results were in accordance with the well-known attitude-behavior gaps regarding sustainable practices, though variance was seen for these gaps depending on the product and demographic group considered. The study suggests that, for 2021, clothes were consumed in high amounts (units/year) but there was relatively low interest and participation in sharing them, while the opposite was seen for tools and leisure items. As for demographic groups, men were less likely than women to reduce their consumption through participating in sharing, contrary to respondents with higher education. Governance reflections are included for the highlighted cases, such as investigating the reasons why men are less interested in the SE and in reducing their consumption; and exploring hinders to achieving a critical mass of users and providers in clothes sharing.","0",NA,"Journal","ar","Article","100","5","5",NA,"21100416081","VR","20200167","Vetenskapsrådet","1","TRUE",NA,NA,"36","Dematerialization | Resource use | Sharing economy | Survey methodology | Sustainable household consumption | Urban governance",NA,"S2352550924000095","244-264"
"true","https://api.elsevier.com/content/abstract/scopus_id/85181957417","SCOPUS_ID:85181957417","2-s2.0-85181957417","Governing in the digital age: The emergence of dynamic smart urban governance modes","Przeybilovicz E.","Government Information Quarterly",NA,"41","1","2024-03-01","March 2024","10.1016/j.giq.2023.101907","There is growing concern that implementing effective governance constitutes a significant element in cities becoming ‘smart’ due to its multidisciplinarity, complexity of urban challenges and multi-stakeholder involvement. It is assumed that in smart city initiatives, new governance modes arise through the interplay of technological artefacts and political and social factors, viewed through a sociotechnical perspective. We also argue that traditional urban governance modes help explain emerging modes and the nature of citizen-government interactions. Thus, a combination of the sociotechnical view with the modes of urban governance as a theoretical approach was used to understand the dynamics of emerging governance modes in smart city initiatives. Two cases were studied using a longitudinal qualitative case study and temporal bracketing analysis for an in-depth understanding. Our findings evidenced that the configuration of the elements, governance mode, information and communication technology (ICT) and types of citizen-government interaction varies from one initiative to another and changes over time, across multiple sociotechnical networks in practice, which leads to emerging new governance modes. We highlight that a new understanding of smart urban governance for sustainable development in the digital age needs to be developed as a dynamic process. Moreover, we identified two emerging governance modes and proposed a dynamic approach to investigate smart urban governance in other contexts.","0",NA,"Journal","ar","Article","100","2","2","101907","14735","ICTS","15/22960-1","International Centre for Theoretical Sciences","1","TRUE","all","All Open Access","37","Dynamic | Smart city | Smart urban governance | Sociotechnical networks | Urban governance","0740624X","S0740624X23001077",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85181163004","SCOPUS_ID:85181163004","2-s2.0-85181163004","Promoting Public Participation in NIMBY Facilities' EIA in Urban Planning: An Evolutionary Game Model","Liang Y.","Journal of Urban Planning and Development","19435444","150","1","2024-03-01","1 March 2024","10.1061/JUPDDM.UPENG-4414","As a way of empowerment, public participation has gained extensive application to address not-in-my-backyard (NIMBY) issues in short-term one-off and long-term strategic urban planning. Promoting public participation in environmental impact assessment (EIA) is central to high-quality urban planning initiatives. However, few studies focus on the dynamics between local governments and the public and how they interact in the context of EIA. This study established an evolutionary game system based on bounded rationality theory, detected two players' (i.e., local governments and the public) behavioral strategies, and explored the effects of initial conditions and parameters on the game system's evolution. The results show that (1) local governments are dominant in motivating public participation in NIMBY's EIA, subject to the trade-off between costs and benefits; (2) public pressure on local governments has been a critical factor driving the system to evolve; (3) understanding the public's needs and developing mutual trust between these two players are prerequisites for promoting public participation; and (4) it is reasonable for local governments to give the public incentives that are slightly lower than the cost of public participation. The study sheds some light on urban planning systems by improving public participation in NIMBY's EIA to facilitate greener urban planning and development.","0",NA,"Journal","ar","Article","100","4","4","04023064","13954",NA,"2022CDJSKPT25","Fundamental Research Funds for the Central Universities","0","FALSE",NA,NA,"38","Behavioral strategies | Evolutionary game theory | Not-in-my-backyard (NIMBY) risks | Public participation | Urban planning","07339488",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85176497779","SCOPUS_ID:85176497779","2-s2.0-85176497779","Government Intervention and the Quality of Urban Agglomeration Development: Analysis Based on Market Perspective","Xiao Z.","Journal of Urban Planning and Development","19435444","150","1","2024-03-01","1 March 2024","10.1061/JUPDDM.UPENG-4492","This paper examines the impact of government intervention on the development quality of urban agglomerations using the three major urban agglomerations in China, namely, Beijing–Tianjin–Hebei (BTH), Yangtze River Delta (YRD), and Pearl River Delta, as examples. The comparison shows that different levels of marketization have significant differences on the development quality of urban agglomerations under different levels of central and local interventions. The spatial econometric regression results show that the different effects on the neighboring cities of central government, the local government, and market are different in three urban agglomerations. The important reason for the difference is the restriction of affiliations of administrative regions. The findings of this study are important for gaining insights into the role of central and local government reforms in promoting the enhancement of marketization and thus the quality of development in urban agglomerations.","0",NA,"Journal","ar","Article","100","5","5","04023054","13954","MOE","22YJAZH123","Ministry of Education of the People's Republic of China","0","FALSE",NA,NA,"39",NA,"07339488",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85173746353","SCOPUS_ID:85173746353","2-s2.0-85173746353","Participatory Bias and Participatory Neighborhood Governance: Reanalyzing the Most-Likely Case of the Stockholm Neighborhood Renewal Program","Hertting N.","Urban Affairs Review","15528332","60","2","2024-03-01","March 2024","10.1177/10780874231203919","Strategies for revitalizing marginalized neighborhoods often include participatory innovations. According to the participatory bias argument, however, participatory governance arrangements benefit the privileged rather than the poor. In the present article, the validity of this argument is examined by analyzing how individual resources and social positions relates to recruitment to, participation within, and outcomes derived from participation in a most-likely case of bias in participatory neighborhood governance. Although the privileged were overrepresented in recruitment, the pattern was less clear regarding influence within the processes, and quite the opposite regarding certain outcomes of participation. Also in a most-likely case for bias, participatory neighborhood governance may induce empowerment among poor. Based on the observation that participants that differ with regard to available resources and social positions also have different motives for participation, a mechanism-based account regarding why and how bias in early phases under certain conditions may produce empowering outcomes is proposed.","0",NA,"Journal","ar","Article","100","1","1",NA,"29643",NA,"undefined",NA,"1","TRUE","all","All Open Access","40","most-likely case | neighborhood renewal | participatory bias | participatory neighborhood governance | Stockholm","10780874",NA,"674-705"
"true","https://api.elsevier.com/content/abstract/scopus_id/85170581130","SCOPUS_ID:85170581130","2-s2.0-85170581130","Evaluation of efficiency of the index of potential anthropic geomorphology at meso level: a case study of Goa State, India","Nigam R.","Geographical Journal","14754959","190","1","2024-03-01","March 2024","10.1111/geoj.12540","Technological advancement and exponential rise in the human population have led to severe modification of the land surface area. These human-induced geomorphic modifications are considered as an active geomorphic process that interrupts dynamic equilibrium between landform and anthropogeomorphologic processes. The present study aimed to evaluate the efficiency of Nir's ‘Index of potential anthropic geomorphology’ used to quantify anthropogeomorphic process (AGP) impact. The model was applied in 11 talukas (sub-districts) of Goa State, India. Goa is a good candidate to understand the impact of anthropogeomorphological process because it has a varied topography with different geomorphological landforms along with rapid increase in urbanisation and mining activities which are anthropocentric. Decadal results show that, during 1991, 2001, and 2011, the tourism hubs of North Goa Bardez (0.32, 0.36, and 0.40) and Tiswadi (0.44, 0.42, and 0.47) required least attention to curb human impact, while the major economic and tourism hubs of South Goa Marmugao (0.55, 0.53, and 0.40) and Salcete (0.40, 0.40, and 0.40) surprisingly showed no increase but instead a decline in the values. In addition, prominent mining talukas Bicholim (0.25, 0.30, and 0.20), Quepem (0.45, 0.39, and 0.15), and Sanguem (0.24, 0.22, and 0.18) also showed declining values, which is indicative of decreased human activities. The index results suggest ‘no requirement of urgent and efficient measures’ in any talukas because none of the values have been found to be above 0.50, which according to the model represents considerable damage to geomorphology. However, Goa is a world-renowned tourism destination and all these talukas have witnessed massive urban development, high literacy rate, and exponential growth in National State Domestic Product and mining activities, especially since the turn of the millennium, which are contrary to Nir's index results. Therefore, the model has been found to be over-generalised and ineffective in indicating actual AGP at the meso level.","0",NA,"Journal","ar","Article","100","3","3","e12540","28694","UGC","undefined","University Grants Commission","0","FALSE",NA,NA,"41","anthropogeomorphic process | anthropogeomorphology | haphazard development | Nir's index | regional development | soil erosion","00167398",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85153754839","SCOPUS_ID:85153754839","2-s2.0-85153754839","Leadership Transfer Networks and Regional Environmental Governance Performance","Cui C.","Urban Affairs Review","15528332","60","2","2024-03-01","March 2024","10.1177/10780874231169920","In response to the increasing attention paid to environmental governance and leadership mobility, this study explores the interactions between leadership mobility and environmental governance performance. From the perspective of networks, this study aims to determine whether leadership mobility networks shape environmental governance outcomes. We argue that leadership transfer networks affect local water governance performance, which is particularly evident when leadership mobility occurs between cities with similar institutional environments. We collected managers’ career data and water governance performance from forty-one cities located in the Pan-Yangtze River Delta region in China from 2011 to 2015. Methodologically, we employ spatial temporal autoregressive models to test the hypotheses and confirm the effects of the leadership transfer network on the homogeneity of water governance performance across the region. Theoretically, this study advances the institutional collective action framework in regional water governance by providing supplementary mechanisms from the perspective of agent network diffusion.","1",NA,"Journal","ar","Article","100","3","3",NA,"29643",NA,"undefined",NA,"0","FALSE",NA,NA,"42","environmental governance | leadership transfer networks | regional governance","10780874",NA,"488-514"
"true","https://api.elsevier.com/content/abstract/scopus_id/85087310716","SCOPUS_ID:85087310716","2-s2.0-85087310716","Leviathan Awakens: Gas Finds, Energy Governance, and the Emergence of the Eastern Mediterranean as a Geopolitical Region","Goldthau A.C.","Review of Policy Research","15411338","41","2","2024-03-01","March 2024","10.1111/ropr.12387","This article explores the role of energy in regionalization processes, assessing the case of natural gas finds in the Eastern Mediterranean (East Med). It makes three observations. First, we show that energy resources are a defining factor in shaping a region by rearranging the interactions and networks of actors involved in regionalization processes. Second, we demonstrate that such “energization” processes are not only—and not even primarily—attributable to security practices pursued by state actors. Regionalization underpinned by energy as the key governance object is characterized by a variety of actors, including governments, but also international energy companies, investors, consumers, and regulators. Third, we posit that regionalization processes cannot be fully understood without appreciating the importance of existing global and regional governance frameworks and the values ascribed to the physical resource by international market forces. The findings call on International Relations to go beyond analyzing the East Med energy region through the prism of security studies, which arguably is a function of both theoretical path dependence and a lack of attention to the insights from energy studies. Instead, a multidisciplinary research agenda promises to strengthen academic inquiry into regionalization dynamics in the East Med and the role of regions in world politics more broadly.","4",NA,"Journal","ar","Article","100","3","3",NA,"50039",NA,"undefined",NA,"1","TRUE","all","All Open Access","43","competition | Eastern Mediterranean | energization | energy | natural gas | regionalization | securitization","1541132X",NA,"310-328"
"true","https://api.elsevier.com/content/abstract/scopus_id/85185190697","SCOPUS_ID:85185190697","2-s2.0-85185190697","Spatial and temporal characteristics, spatial clustering and governance strategies for regional development of social enterprises in China","Liu X.","Heliyon",NA,"10","4","2024-02-29","29 February 2024","10.1016/j.heliyon.2024.e26246","Social enterprises are a powerful starting point for achieving Common Prosperity. Expanding the scale of social enterprises in China is conducive to promoting sustainable social development. This study uses exploratory spatial data analysis methods to systematically analyze the spatio-temporal pattern, clustering characteristics and impact mechanism of the development of social enterprises in provincial administrative regions in China. The research has found that provincial social enterprises in China showed a random distribution pattern from 2015 to 2018, and showed significant negative spatial correlation from 2019 to 2022, forming a local spatial pattern of “low ones consistently low, high ones consistently high”, with obvious path and spatial dependencies as well as regional isolation effects; From 2015 to 2022, the core density of provincial social enterprises showed a significant “unipolar” phenomenon, exhibiting significant spatial imbalance. Based on the TOE framework, each province and city can be divided into three clusters: demonstration provinces and cities for the development of social enterprises, starting provinces and cities for social enterprises, and lagging provinces and cities for the development of social enterprises. The first classification presents characteristics of dispersion and cross domain, while the other two categories have strong regional continuity. The core driving factors that affect the spatial differentiation of social enterprise development have regional differences, among which the decisive factor is government policy support, and the interaction factor has an enhanced effect on provincial spatial differentiation compared to a single factor. Sorting out the development characteristics of social enterprises is conducive to promoting the large-scale development of social enterprises and promoting cooperation and dialogue with other countries.","0",NA,"Journal","ar","Article","100","2","2","e26246","21100411756",NA,"zq2020-25",NA,"1","TRUE","all","All Open Access","44","Regional development | Social enterprises | Spatiotemporal evolution","24058440","S2405844024022771",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85183927631","SCOPUS_ID:85183927631","2-s2.0-85183927631","Evaluating urban environmental quality using multi criteria decision making","Mahmoudzadeh H.","Heliyon",NA,"10","3","2024-02-15","15 February 2024","10.1016/j.heliyon.2024.e24921","In the urban environment, the quality refers to the capacity that provides and fulfills the material and spiritual needs of inhabitants. In order to improve the quality of urban life and standard of living for their citizens, planners and managers strive to raise Urban Environmental Quality. The objective of this study is to evaluate the quality of urban environment through the spatial analysis of a multi-criteria decision making (MCDM) method utilizing CRITIC. This research is conducted in district 4 and district 2 of the Tabriz Metropolis Municipality. In order to determine the quality of an urban environment, air pollution, vegetation coverage, land surface temperature, production of waste, population density, noise pollution, health care per capita, green spaces per capita, recreational spaces per capita, and distance from fault lines are used. After evaluating and producing environmental quality maps in two separate districts, 10 indicators were tested for significance and a comparative evaluation of two districts was conducted in order to determine which district was in better condition based on a statistical analysis of the T-test results. In accordance with the CRITIC method, there are significant differences between averages of waste production, population density, noise pollution, distance from fault lines, Land Surface Temperature, Normalized difference vegetation index, and distance from fault lines between the two districts. It appears that recreational space, air pollution, health care per capita, and green space per capita are not meaningfully different on averages. The preparation of environmental quality maps reveals the importance of meaningful indicators at the neighborhood level in two urban districts. In both districts by strengthening the continuity of the landscape through the development of ecological corridors and an increase in per capita can contribute to the improvement of the quality of the urban environment.","0",NA,"Journal","ar","Article","100","4","4","e24921","21100411756",NA,"undefined",NA,"1","TRUE","all","All Open Access","45","Big Data | Soft computing | Spatial modeling | Urban development | Urban environment quality","24058440","S2405844024009526",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85186410851","SCOPUS_ID:85186410851","2-s2.0-85186410851","Beyond colonial urbanism: State power, global connections and fragmented land regimes in twentieth-century Hyderabad city","Beverley E.L.","Urban History","14698706","51","1","2024-02-09","9 February 2024","10.1017/S096392682200058X","Urban histories of modern South Asia have centred on British Indian cities and the reign of colonial urbanism, with dependence on metropolitan imperatives and models regarded as givens. Focusing on Hyderabad, one of the subcontinent's five largest cities and capital of an autonomous princely state throughout the colonial era, this article establishes the analytical utility of princely urbanism as a framework for writing the history of South Asian cities. Characterized by state-directed planning, transnational urbanist networks and multiple overlapping property regimes, this mode of city development and its resonance points to hidden genealogies of modern urbanism.","0",NA,"Journal","ar","Article","100","1","1",NA,"22455",NA,"undefined",NA,"0","FALSE",NA,NA,"46",NA,"09639268","S096392682200058X","11-31"
"true","https://api.elsevier.com/content/abstract/scopus_id/85186547728","SCOPUS_ID:85186547728","2-s2.0-85186547728","“Natural” disasters and regional governance: Evidence from European NUTS-3 regions","Di Marcoberardino D.","Papers in Regional Science","14355957","103","1","2024-02-01","February 2024","10.1016/j.pirs.2024.100003","“Natural” disasters"" have negative consequences for the affected areas, including significant economic impacts. Using a sample of European NUTS-3 regions over the period 2003–17, this paper examines the impact of disasters on regional economic growth and the influence of the quality of regional governance on post-disaster economic recovery. We match disaster data from the EM-DAT database, EUROSTAT, US Geological Surveys and Global Archive of Large Floods. We find that the occurrence of a “natural” disaster leads to an annual decline in regional growth of about 0.28 percentage points. Furthermore, we find that both the impact on the economy and the duration of recovery are influenced by the quality of regional institutions.","0",NA,"Journal","ar","Article","100","2","2","100003","25205",NA,"undefined",NA,"1","TRUE","all","All Open Access","47","Natural disasters | Natural hazards | Regional governance | Regional institutions","10568190","S1056819024000204",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85186295170","SCOPUS_ID:85186295170","2-s2.0-85186295170","Fuzzy cognitive maps for municipal governance improvement","Parreño L.","PLoS ONE","19326203","19","2 February","2024-02-01","February 2024","10.1371/journal.pone.0294962","This paper applies Fuzzy Cognitive Maps (FCMs) to understand the diverse behavior of municipal governments in Ecuador to find common elements that influence the well-being of citizens in the short and long term. Information gathering was conducted in two stages: in the first one, a group of 16 national experts was consulted to develop the initial FCM; in the second stage, local experts from 220 municipalities were interviewed to collect information on the general validity of initial FCMs and specific values given to concepts and relationships in their municipalities. Results show the importance of certain concepts for long-term municipal performance, such as the need for a competitive entrepreneurial sector, improving human resources in the municipality, and, particularly, having a competent mayor with leadership skills and a forward-looking vision that enables the development of municipal projects required to reach an efficient and equitable coverage of goods and services throughout the city. Through the application of genetic algorithms, the FCM was calibrated to ascertain the long-term dynamics of municipal development and the optimal values of the concepts that would optimize the attainment of the set objectives. The derived outcomes suggest the desirability of the maintenance of, in principle, unwanted structures like financial transfers from the central government and the need to exploit natural resources to attain urban development.","0","38422075","Journal","ar","Article","100","2","2","e0294962","10600153309","UAH","H2019/HUM-5761","Comunidad de Madrid","1","TRUE","all","All Open Access","48",NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85186124480","SCOPUS_ID:85186124480","2-s2.0-85186124480","Evolutionary Game Analysis of Ecological Governance Strategies in the Yangtze River Delta Region, China","Wang Q.","Land","2073445X","13","2","2024-02-01","February 2024","10.3390/land13020212","Under integrated ecological and green development in the Yangtze River Delta, the regional ecology is adversely affected by ineffective synergistic governance. Regional environmental governance is a collaborative process involving multiple stakeholders and mutual engagement, with each participant pursuing their interests and common goals simultaneously. This study employed stakeholder theory. A tripartite evolutionary game model of the public, enterprises, and local governments was constructed to analyze the behavioral strategies and influencing factors for the parties involved, and the impacts of key factors on the stability of the evolutionary game system were evaluated. The results indicate that ecological environmental governance in the Yangtze River Delta region is a complex and evolving system involving multiple stakeholders, within which system stability is influenced by stakeholders’ behavioral strategies. The interests of each party are affected by the cost of public involvement in ecological environment governance and the benefits and subsidies that enterprises receive for active environmental governance. The costs and penalties paid by local governments for lax regulations impact their behavioral strategies. This study provides policy recommendations for ecological governance in the study region, including the government–enterprise co-construction of liquid regulatory funds, government–enterprise–public partnerships in low-cost regulatory models, and the sharing of high-quality regulatory outcomes.","0",NA,"Journal","ar","Article","100","2","2","212","21100811521",NA,"20AGL036",NA,"1","TRUE","all","All Open Access","49","behavioral strategies | collaborative framework | ecological environment governance | evolutionary game | multiple stakeholders | numerical simulation",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85185007604","SCOPUS_ID:85185007604","2-s2.0-85185007604","Phased responses of urban tree canopy cover changes to urbanization process within Beijing's built-up area: An analytical framework coupling state, transition, and drivers","Li T.","Ecological Indicators",NA,"159",NA,"2024-02-01","February 2024","10.1016/j.ecolind.2024.111710","Urban canopy coverage (UTCC) is a measure that reflects both the quantity and quality of urban green spaces. Understanding how UTCC responds to urbanization is crucial for developing comprehensive strategies to achieve sustainable urbanization. Our study presented a framework for understanding the response of UTCC changes to the urbanization process coupling state, transition, and drivers. Using high-resolution remote sensing interpretation data in 2002–2013–2019, we examined the spatiotemporal heterogeneity and comparative characteristics of UTCC status indicators, UTCC transition indicators, and urbanization factors within Beijing's urban area in 2002–2013 and 2013–2019. These indicators included annual UTCC change (AUTCCPC), annual mean patch size change (AMPSC), annual Euclidean minimum distance change (AEmnC), UTCC loss (UTCCloss), UTCC gain (UTCCgain), UTCC stability index (UTCCSI), impermeable surface proportion (P_IMP), road density (D_ROAD), population density (D_POP), and distance from urban center (DIS_UC). The findings indicated a “deceleration and balance” trend in UTCC changes from 2002 to 2019. The UTCC proportion, patch size, connectivity, and stability continued to increase, accompanied by a deceleration in increasing rate. The UTCC spatial distribution shifted from a ring road gradient pattern to a balanced pattern. The urbanization factors that impacted UTCC most were P_IMP and D_Road. The interaction impact intensity between factors was enhanced, with P_IMP ∩ D_READ and P_IMP ∩ DIS_UC having the most substantial impact on UTCC changes. Our study unveiled the phased response of UTCC changes to the urbanization process, providing a theoretical foundation for “how to promote more effective UTCC planning during rapid urban development” and aiding planners/managers in implementing sustainable forest management.","0",NA,"Journal","ar","Article","100","5","5","111710","20292",NA,"CAFYBB2020ZB008","Special Funds for the Basic Research and Development Program in the Central Non-profit Research Institutesof China","1","TRUE","all","All Open Access","50","Image interpretation | Phased changes | State | Transition | Urban tree canopy cover | Urbanization factors","1470160X","S1470160X24001675",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85183922172","SCOPUS_ID:85183922172","2-s2.0-85183922172","Unlocking the importance of perceived governance: The impact on COVID-19 in NUTS-2 European regions","Alfano V.","Social Science and Medicine","18735347","343",NA,"2024-02-01","February 2024","10.1016/j.socscimed.2024.116590","In the immediate aftermath of the pandemic, governments implemented non-pharmaceutical interventions (NPIs). Previous literature suggests that NPI effectiveness is influenced by governance quality. The acceptance and perceived necessity of these measures by the public are crucial to their success, as NPIs cannot be easily enforced without public support. Does regional governance also play a role? This study examines the correlation between the quality of governance in European NUTS-2 regions and the spread of COVID-19. The findings indicate that overall perceived governance, and its perceived quality and corruption pillars, significantly impact the effectiveness of these interventions. This effect was pronounced during the first wave and then diminished in importance, disappearing before vaccines were available, suggesting that regional governance matters especially in the immediate aftermath of an exogenous shock.","0","38290397","Journal","ar","Article","100","1","1","116590","18983",NA,"undefined",NA,"0","FALSE",NA,NA,"51","COVID-19 | EQI | Europe | European Union | Governance | Non-pharmaceutical intervention","02779536","S0277953624000340",NA
