"@_fa","prism:url","dc:identifier","eid","dc:title","dc:creator","prism:publicationName","prism:eIssn","prism:volume","prism:issueIdentifier","prism:coverDate","prism:coverDisplayDate","prism:doi","dc:description","citedby-count","prism:aggregationType","subtype","subtypeDescription","author-count.@limit","author-count.@total","author-count.$","article-number","source-id","fund-no","openaccess","openaccessFlag","freetoread.value.$","freetoreadLabel.value.$","entry_number","prism:pageRange","authkeywords","fund-sponsor","pubmed-id","fund-acr","prism:issn","pii"
"true","https://api.elsevier.com/content/abstract/scopus_id/85187695688","SCOPUS_ID:85187695688","2-s2.0-85187695688","Public environmental concern, government environmental regulation and urban carbon emission reduction—Analyzing the regulating role of green finance and industrial agglomeration","Wang Y.","Science of the Total Environment","18791026","924",NA,"2024-05-10","10 May 2024","10.1016/j.scitotenv.2024.171549","In the multifaceted realm of environmental governance, emphasizing public environmental participation as an informal regulatory mechanism, alongside the influence of formal governmental environmental regulation on regional carbon emissions, contributes to providing empirical evidence and policy insights for China's “dual‑carbon target” action plan. Using data from 282 prefecture-level cities in China from 2011 to 2020, this research develops an analytical framework for urban carbon emissions encompassing public environmental concern, environmental regulation, green finance, and industrial agglomeration. And through an amalgamation of theoretical insights and empirical validation, the study elucidates the mechanisms by which public environmental concern impact urban carbon emissions. It further delves into the mediating role of environmental regulation and the moderating effects of green finance and industrial agglomeration. It reveals that: (1) Public environmental concern significantly reduces urban carbon emissions, particularly in northern cities, non-environmental protection key cities, and resource regeneration cities. And this suppressive influence is markedly more potent via mobile platforms compared to PC channels; (2) Environmental regulation serves as a partially mediating role between public environmental concern and urban carbon emissions, suggesting that public environmental concern reduces emissions by amplifying governmental environmental oversight; (3) Both green finance and industrial agglomeration play a positive moderating role on the effect of public environmental concern in reducing urban carbon emissions.","1","Journal","ar","Article","100","5","5","171549","25349","23BJL010","0","FALSE",NA,NA,"31",NA,"Environmental regulation | Green finance | Industrial agglomeration | Public environmental concern | Urban carbon emissions","National Office for Philosophy and Social Sciences","38467260","NPOPSS","00489697","S0048969724016905"
"true","https://api.elsevier.com/content/abstract/scopus_id/85192758866","SCOPUS_ID:85192758866","2-s2.0-85192758866","The Impact of Digital Financial Inclusion on Household Commercial Insurance for Sustainable Governance Mechanisms under Regional Group Differences","Hou Z.","Sustainability (Switzerland)","20711050","16","9","2024-05-01","May 2024","10.3390/su16093596","This study explores the nexus between digital financial inclusion and household participation in commercial insurance, utilizing data from the Peking University Digital Financial Inclusion Index and the 2018 CFPS database. Using Probit and Logit models, our research uncovers significant regional and risk -preference variations, emphasizing the influence of governance mechanisms. The study underscores the pivotal role of digital participation in a sustainable governance mechanism in shaping financial behavior, as well as the importance of advocating for regulatory interventions, enhanced financial literacy, and infrastructure development to foster equitable insurance access. Moreover, positive determinants, such as education level and social insurance participation, are identified, while discretionary spending emerges as a barrier. This study advocates for expedited digital financial inclusion initiatives to increase financial literacy with strengthened regulatory oversight and governance mechanisms which would ensure sustainable regional development and insurance market resilience.","0","Journal","ar","Article","100","4","4","3596","21100240100","undefined","1","TRUE",NA,NA,"32",NA,"business insurance | digital financial inclusion | financial literacy | governance | human interest spending","Inha University",NA,"Inha",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85190543847","SCOPUS_ID:85190543847","2-s2.0-85190543847","How urban greening policy affects urban ecological resilience: Quasi-natural experimental evidence from three megacity clusters in China","Xu C.","Journal of Cleaner Production",NA,"452",NA,"2024-05-01","1 May 2024","10.1016/j.jclepro.2024.142233","This study examines how urban greening policies affect urban ecological resilience through a quasi-natural experimental analysis of various cities in China. Leveraging the country's large-scale promotion of forest city development, we assess the effectiveness of these policies using differences-in-differences modeling across multiple time periods. The results affirm the positive impact of urban greening on resilience, as designated forest cities demonstrated enhanced resilience levels compared to control cities. Notable disparities were also found among the three major Chinese urban agglomerations - the Yangtze River Delta, Pearl River Delta, and Beijing-Tianjin-Hebei regions - in terms of policy effects. While short-term resilience increased under central government oversight, long-term gains relied more on intercity cooperation within agglomerations. It highlights the limitations inherent within China's “experiment under hierarchy” paradigm but also benefits from regional integration. This study contributes novel insights regarding the dynamic relationship between governance structures and urban ecosystem resilience under authoritarian contexts. Innovatively, we explore how intercity cooperation among urban agglomerations affects the long-term effectiveness of urban ecological governance, thereby contributing to a deeper understanding of the complexities involved in fostering resilient urban ecosystems under such governance models.","0","Journal","ar","Article","100","6","6","142233","19167","22YJC790147","0","FALSE",NA,NA,"33",NA,"Differences-in-differences model | Forest city | Policy experimentation | Urban ecological resilience | Urban greening","Ministry of Education of the People's Republic of China",NA,"MOE","09596526","S0959652624016810"
"true","https://api.elsevier.com/content/abstract/scopus_id/85188458548","SCOPUS_ID:85188458548","2-s2.0-85188458548","A robust incomplete large-scale group decision-making model for metaverse metro operations and maintenance","Bai W.","Applied Soft Computing",NA,"156",NA,"2024-05-01","May 2024","10.1016/j.asoc.2024.111472","The metaverse, constructed through digital technology, serves as a virtual realm intertwining with reality. Within this context, the challenge of evaluating data from diverse sources arises, and the application of large-scale group decision-making (LSGDM) methods emerges as a viable solution. Handling incomplete information and reducing dimensionality for large-scale decision-makers (DMs) is crucial in addressing complex decision-making problems. Moreover, addressing missing data is a fundamental and pivotal concern in tackling real-world decision challenges, given the ubiquitous presence of information gaps that cannot be straightforwardly integrated into decision models. Besides, the intricacies of LSGDM amplify this challenge by introducing a wealth of DMs, thereby augmenting the complexity and diversity of decision-related information. This paper proposes an approach to supplement missing data by double-dimensions. This paper explores various facets of similarity relationships within the data to enhance data completeness. Additionally, this paper categorizes DMs into clusters based on their relevance and establishes a two-stage consensus-reaching process (CRP) that takes into account both group sizes and individual consensus contributions. These CRPs play a crucial role in enhancing the overall consistency and consensus within the decision group. Subsequently, this paper applies a robust decision-making method rooted in MULTIMOORA (Multi-Objective Optimization by Ratio Analysis plus the complete MULTIplicative form) to rank decision objects. Finally, this paper employs this proposed methodology in a practical case study that involves evaluating the operational status of a metaverse's urban construction metro system. Following these considerations, a comprehensive stability analysis of relevant parameters is conducted to guarantee the robustness and reliability of the decision-making process.","0","Journal","ar","Article","100","4","4","111472","18136","61972238","0","FALSE",NA,NA,"34",NA,"Granular computing | Incomplete information | Large-scale group decision-making | Metaverse | Multi-granularity","National Natural Science Foundation of China",NA,"NSFC","15684946","S1568494624002461"
"true","https://api.elsevier.com/content/abstract/scopus_id/85186497319","SCOPUS_ID:85186497319","2-s2.0-85186497319","Exploring the role of public participation in delivering inclusive, quality, and resilient green infrastructure for climate adaptation in the UK","Jones J.","Cities",NA,"148",NA,"2024-05-01","May 2024","10.1016/j.cities.2024.104879","Urban Green Infrastructure (UGI) is crucial for socio-ecological systems that tackle urbanisation challenges. Participatory approaches involve the public in local environmental decision-making, and they are receiving renewed attention from academics, policymakers, and design professionals to achieve more inclusive urban development practices. This paper examines public participation in UGI delivery in the UK by evaluating the relationship between policy and practice. The study uses a mixed-methods approach, including expert interviews and a nationwide survey, to explore financing, governance, perceptions of participation, and public willingness to engage in UGI delivery. The data reveals factors that influence people's inclination to participate in UGI delivery. Attitudes toward UGI and nature are favourable, but not the primary motivators for participation in UGI-related community or conservation activities. The research highlights the potential of deliberative public participation with the right policy instruments and support infrastructure to deliver effective UGI addressing ecological and socio-cultural priorities. The research emphasises the importance of public involvement in achieving sustainable urban development and the critical role of UGI in developing socio-ecological systems that address urbanisation challenges. It also highlights differences between rhetoric and practice in inclusive urban planning discourse.","0","Journal","ar","Article","100","2","2","104879","16956","undefined","0","FALSE",NA,NA,"35",NA,"Citizen participation | Community resilience | Public perception | Social value | Urban green infrastructure",NA,NA,NA,"02642751","S0264275124000933"
"true","https://api.elsevier.com/content/abstract/scopus_id/85186469968","SCOPUS_ID:85186469968","2-s2.0-85186469968","Democratic participation and smart city citizenship in emerging economies – Case of smart cities in India","Waghmare M.","Cities",NA,"148",NA,"2024-05-01","May 2024","10.1016/j.cities.2024.104910","The paper argues that sustainable Smart Cities cannot be delivered by profit-driven visions, but through a process that integrates the diverse aptitudes and needs of the city stakeholders. The study uses mixed methods to examine democratic participation in governance and the emerging notion of Smart City Citizenship in the context of India. Benchmarking and assessment of 21 smart cities reveals the existing participatory processes being “tokenistic” and a substantial deficit in democratic stakeholder participation mechanisms. A deeper assessment in Kochi and Nagpur exposes the existing barriers to citizen participation and reveals that the capacities of capable stakeholders and citizen groups can be channelised more effectively. This study promotes advancing the notion of ‘citizenship’ beyond the market to the commons. It suggests transforming urban governance into a more accountable and collaborative governance model with a stronger role and power to local government, residents, and democratic stakeholders.","0","Journal","ar","Article","100","1","1","104910","16956","undefined","0","FALSE",NA,NA,"36",NA,"Democratic participation | India | Mixed methods | Smart city citizenship | Urban governance","World Bank Group",NA,"WBG","02642751","S0264275124001240"
"true","https://api.elsevier.com/content/abstract/scopus_id/85178080707","SCOPUS_ID:85178080707","2-s2.0-85178080707","Creating the spectacular city in everyday life: A governance analysis of urban public space in China","Flock R.","Urban Studies","1360063X","61","6","2024-05-01","May 2024","10.1177/00420980231201549","Chinese cities are making a name for themselves through what Guthman calls an ‘accumulation by spectacle’. Studies elucidate the fast change of the urban fabric and the interconnection of commercial profits with pro-state propaganda during mega-events. The spectacle appears as a once-in-lifetime chance for a city, orchestrated during a specific time and in purpose-built venues. This article, however, argues that efforts of spectacularisation expand to everyday life. I take the marginalisation of the urban poor in Guangzhou, that is, street vendors and beggars, as a starting point to understand governmental ideals, strategies and patterns of controlling public space. The data is based on fieldwork, government documents, yearbooks and newspapers. Engaging in the discussion on what Debord termed the ‘society of the spectacle’, I explain how urban management concentrates on areas serving (1) tourism and commerce, (2) memorial politics, (3) government relations and (4) transport and traffic; and follows the pulse of (1) annual events and seasonal holidays, (2) recurring political dates, (3) exceptional mega-events and (4) regular urban development campaigns. These zones and periods of increased control intertwine and culminate in an ‘ideal’ public space excluding poverty and other elements contesting the city’s success images.","0","Journal","ar","Article","100","1","1",NA,"29684","undefined","1","TRUE","all","All Open Access","37","1094-1110","China | marginalisation | public space | spectacle | urban governance | urban poverty","Deutscher Akademischer Austauschdienst",NA,"DAAD","00420980",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85176145099","SCOPUS_ID:85176145099","2-s2.0-85176145099","Reclaiming data for improved city governance: Barcelona’s New Data Deal","Fernandez-Monge F.","Urban Studies","1360063X","61","7","2024-05-01","May 2024","10.1177/00420980231204835","Cities today are key sites for the operation of global digital marketplaces. It is on the curbsides and at the intersections of cities where technology companies and digital platforms gain access to valuable urban data to be used in the delivery of data-driven services. In this context, urban data ownership and control have become a central policy arena for smart city governance. This article argues that, given the increased policy activism by city governments, there is an urgent need to better understand the key goals and instruments deployed by cities to resist corporate control of urban data. It first reviews the treatment of the topic by different strands in the literature on smart city governance and then uses the ‘New Data Deal’ programme launched by the city of Barcelona to draw empirical data from one of the author’s involvement leading the programme, interviews with actors involved in the programme as well as from key policy and evaluation documents. By studying the design and implementation of Barcelona’s ‘New Data Deal’, an early mover and leading reference in the academic and policy debates, the article presents the key successes, limitations and tensions faced by a city government trying to regain access and control over urban data, including a reflection on the role that city governments can play in shaping a global agenda around improved data governance.","1","Journal","ar","Article","100","4","4",NA,"29684","undefined","0","FALSE",NA,NA,"38","1291-1307","Barcelona | city governance | data ownership | open data | platform urbanism | smart city | urban data",NA,NA,NA,"00420980",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85176145068","SCOPUS_ID:85176145068","2-s2.0-85176145068","Conceptualising ‘street-level’ urban design governance in Scotland","Richardson R.","Urban Studies","1360063X","61","7","2024-05-01","May 2024","10.1177/00420980231204219","This article develops ‘street-level bureaucracy’ theory to conceptualise how policy implementation within urban design governance is shared among actors whose role transcends sectoral responsibilities and motivations. It presents case study research with a Scottish local authority which has made a strategic investment in a placemaking policy agenda, including the creation of an influential design review panel of volunteer experts which exemplifies the wider embrace of private capacity within public governance. The paper identifies the distinctive role of design review panel members in street-level implementation, and shows how their discretion is shaped simultaneously by public and private interests. It concludes that understanding and utilising these micro-level processes provides opportunities for conceptualising policy implementation within a neoliberalising urban governance context, and for addressing the implementation gap between the aims of public urban design policy and the realities of delivery.","1","Journal","ar","Article","100","1","1",NA,"29684","ES/P000681/1","1","TRUE","all","All Open Access","39","1230-1247","design governance | implementation | planning | street-level bureaucracy | urban design","Economic and Social Research Council",NA,"ESRC","00420980",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85174821722","SCOPUS_ID:85174821722","2-s2.0-85174821722","The decoupling effect and shifting assemblages of English regionalism: Economic governance, politics and firm-state relations","Salder J.","Environment and Planning C: Politics and Space","23996552","42","3","2024-05-01","May 2024","10.1177/23996544231206821","The regional scale continues to be considered critical to UK economic governance. Successive iterations have however seen limited impact in addressing enduring issues of uneven development despite significant reform. This paper argues for a reconceptualization of the region and regional geographies through application of an assemblage reading. Building on existing work in economic geography, it argues regional economic governance should be considered as an assemblage process involving overlaying territorialisations of place, policy, and stakeholders, and related dynamic capacities involving the multiplicity of components and interactions, legacies of prior arrangements, and agency of actors. Regional governance therefore occurs through a process of continual becoming. Similarly important here however is decoupling. Decoupling has significant spatial and sectoral implications as changed arrangements shift the dynamics integrating actors and groups of actors locally and regionally. Using analysis from Southern Staffordshire, part of the Greater Birmingham city-region, the article argues the shifting nature of regional assemblages and distinct forms of territorialisation are material in decoupling key local sectors from local economy and place. We conclude the application of an assemblage reading, and its enhancement through application of decoupling, has scope to illustrate key causes of uneven development within regions.","1","Journal","ar","Article","100","3","3",NA,"21100826425","1650742","1","TRUE","all","All Open Access","40","437-457","assemblage | economic governance | English regions | firm-state relations | greater Birmingham","Economic and Social Research Council",NA,"ESRC","23996544",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85173782085","SCOPUS_ID:85173782085","2-s2.0-85173782085","The politics of living-with-difference: Local perception of diversity and coexistence around participatory place-making in a multiethnic neighbourhood","Ahn B.","Environment and Planning C: Politics and Space","23996552","42","3","2024-05-01","May 2024","10.1177/23996544231207731","While much has been said about the structural and spatial dimensions of living-with-difference in the city’s diverse places, existing research has seldom addressed its situatedness within a wider institutional context of place-making that shapes the everyday conditions of our encounters and experiences with ‘others’. As a result, little attention has been paid to the political dynamics of the governance process that engender a context-specific definition and meaning of urban diversity at the local scale. In this light, this article delves into the contextual embeddedness of urban diversity in regenerating a multiethnic neighbourhood, around which residents build their new social relations and belonging. It uses Vienna’s urban renewal model as a research window, through which to explore the political dimension of state-led urban renewal, including institutional and stakeholder arrangements, and its social implications for both old and new residents in everyday spaces. Building on the empirical evidence obtained through field observation and interviewing, it demonstrates how a ‘bottom-linked’ renewal process and its resultant outcome shape a place-specific mode of living-with-difference in the daily life. It concludes highlighting the need for greater attention to the enabling role of the city’s institutional arrangements and policy designs in current research on urban diversity and coexistence.","0","Journal","ar","Article","100","1","1",NA,"21100826425","P 30617","1","TRUE","all","All Open Access","41","458-475","Multilevel governance | participatory planning | social interaction | urban diversity | urban renewal","Austrian Science Fund",NA,"FWF","23996544",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85187204621","SCOPUS_ID:85187204621","2-s2.0-85187204621","Urban systems exploration: A generic process for multi-objective urban planning to support decision making in early design phases","Reitberger R.","Building and Environment",NA,"254",NA,"2024-04-15","15 April 2024","10.1016/j.buildenv.2024.111360","The competition for limited urban spaces due to the growing demand for both living space and green areas causes conflicts in urban development. This paper aims to provide urban planners with a systematic multi-criteria decision making process and a supporting tool-chain. The process uses multi-objective optimization (MOO) to quantify trade-offs, allowing planners to gain a broad perspective on optimal solutions. The generic process builds an urban simulation model, applies MOO, explores the results in terms of multi-criteria trade-offs, and guides the decision making of urban planners. To enable this process, we present a tool-chain for applying a Gaussian Process Regression based MOO algorithm to a computationally expensive urban simulation model. The tool-chain allows to identify Pareto-optimal solutions and their properties with reasonable computational effort. A case study model is set up in the Grasshopper environment and couples simulation components for outdoor thermal comfort and Life Cycle Assessment. It allows to identify multi-objective trade-offs for a high-dimensional space of urban configuration degrees of freedom such as outdoor vegetation, photovoltaics, and building characteristics. We compare the workflow results to other MOO algorithms and show how it can support decision making in urban planning at early design phases. In our case study, the tool chain was able to investigate the multi dimensional space of urban configurations. It systematically identified Pareto-optimal solutions therein and reduced the number of model evaluations significantly. The case study results showcase the trade-off between lifecycle-based global warming potential (GWP) and outdoor thermal comfort. We identified the number of trees and the coverage of the east and west façades with photovoltaics as the most important parameters. The proposed process proves to be a powerful multi-criteria decision support tool for urban planners. It allows to identify and quantify the Pareto Front of competing urban target trade-offs at early design phases. Additionally, it visualizes them according to the boundary conditions of urban development. The input configurations of the obtained Pareto-solutions serve as a base of urban planning recommendations. In our case study, trees and photovoltaics prove to be good levers in the area of GWP optimal solutions. However, urban planners need to carefully coordinate inputs when aiming for a specific trade-off balance. The tool-chain and the simulation model offer further potential for investigating neighborhood typologies. Thereby, applicants can derive scalable guidance to support the sustainable transformation of the urban environment.","1","Journal","ar","Article","100","4","4","111360","26874","437788427 – RTG 2679","1","TRUE","all","All Open Access","42",NA,"Hyper space exploration | Life cycle assessment | Multi criteria decision making | Multi-objective optimization | Outdoor thermal comfort | Pareto front | Urban simulation | Urban Trade-off","Deutsche Forschungsgemeinschaft",NA,"DFG","03601323","S0360132324002026"
"true","https://api.elsevier.com/content/abstract/scopus_id/85191396850","SCOPUS_ID:85191396850","2-s2.0-85191396850","Power Dynamics in Collaborative Governance Processes: A Case Study of a Disadvantaged Neighbourhood in Southern Spain","Delgado-Baena A.","Buildings","20755309","14","4","2024-04-01","April 2024","10.3390/buildings14041002","This study focuses on assessing collaborative governance from the perspective of power dynamics in a disadvantaged neighbourhood in southern Spain: Las Palmeras. Increasing global urbanisation in recent decades has exacerbated problems of segregation within cities, posing a major challenge to achieving healthy urban environments for harmonious coexistence. Public policies have struggled to address this challenge, particularly following the adoption of the United Nations’ 2030 Agenda for Sustainable Development and its Sustainable Development Goals (SDGs), which have underlined the importance of fostering inclusiveness and sustainability in urban environments. In this context, collaborative governance has emerged as a prominent strategy for democratising the implementation of public policies in urban contexts. However, the efficacy of collaborative governance is hampered by the dynamics of power relations, which limits its effectiveness. The aim of this study is understanding how these dynamics mediate collaborative processes in urban regeneration contexts, an area little addressed so far. Through a case study and the systematisation of experiences, the study proposes strategic recommendations for managing these dynamics within collaborative governance. The insights drawn from this study can serve as a basis for better addressing urban challenges, thus fostering greater inclusiveness and sustainability in urban areas as well as offering valid lines for future research in the field.","0","Journal","ar","Article","100","2","2","1002","26980","undefined","1","TRUE","all","All Open Access","44",NA,"2030 agenda | collaborative governance | deliberative democracy | participation | power",NA,NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85191379082","SCOPUS_ID:85191379082","2-s2.0-85191379082","Community-Scale Classification and Governance Policy Implications for Demographic, Economic, and Land-Use Linkages in Mega-Cities","Mao Y.","Land","2073445X","13","4","2024-04-01","April 2024","10.3390/land13040441","Analyzing the spatio-temporal relationship between socio-economics and land-use structure at the micro-scale is crucial for effective spatial governance in large cities. This paper focuses on Beijing, utilizing long time-series remote sensing images and multi-source data spanning 30 years. We employ spatio-temporal clustering based on kilometer grid cells and a community-scale multi-factor aggregation method to categorize the linkages and spatio-temporal matching of population, GDP, land development, and ecological protection at the community level in a problem-oriented approach. Results indicate significant changes in Beijing’s population, GDP, and land use, with a 11.53% increase in land development intensity. We identify significant temporal and spatial disparities between population–GDP dynamics, population–land development trends, and GDP–land development patterns, underscoring the multifaceted challenges inherent in urban governance. Areas characterized by lagging population concentration, sluggish economic growth, rampant land development, and ecological fragility collectively encapsulate notable portions of Beijing’s expansive urban terrain. Mismatches pose governance risks, with medium to high-risk communities comprising 18.08% of community units and high-risk types representing 4.27% in Beijing. These discrepancies pose formidable governance risks, with communities ranging from moderate to high-risk categories, necessitating tailored interventions to address their unique challenges. This systematic exploration of comprehensive governance issues within mega-cities promises to furnish decision-makers with invaluable insights, facilitating nuanced and strategic urban governance approaches tailored to the intricacies of urban dynamics and challenges.","0","Journal","ar","Article","100","6","6","441","21100811521","2022YFC3800702","1","TRUE","all","All Open Access","45",NA,"coupling analysis | land use | spatial pattern | sustainability | time series","National Key Research and Development Program of China",NA,"NKRDPC",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85191378112","SCOPUS_ID:85191378112","2-s2.0-85191378112","Ljubljana—European Green Capital 2016: From Strategic Spatial Planning to Governance","Dimitrovska Andrews K.","Sustainability (Switzerland)","20711050","16","8","2024-04-01","April 2024","10.3390/su16083332","Ljubljana was the first post-socialist city awarded with the title European Green Capital. The title awarded by the European Commission is given to a city that is achieving high environmental standards, is setting ambitious goals for further environmental improvement and sustainable development, and can act as a role model to inspire other cities and promote best practices to all other European cities. The article is based on a hypothesis that at the moment when Ljubljana applied for (and was awarded) the European Green Capital title, it had strong strategic spatial planning and successful territorial governance, as well as the interweaving of both. To prove the hypothesis, the timetable and characteristics of the strategic spatial planning and territorial governance in Ljubljana are presented in this article and critically evaluated. Critical evaluation and analyses are also assessed using a qualitative research method, i.e., semi-structured in-depth interviews among experts from four professional fields including spatial planning, urbanism, architecture, and management. The results confirmed the hypothesis: Ljubljana’s sustainability-oriented strategic spatial plan prepared by a variety of stakeholders, experts, and citizens, as well as the effective governance system established by the mayor, a manager by profession, were two factors that coincided at a crucial moment. This was recognized by the European Commission and Ljubljana was awarded a prestigious title. Ljubljana can therefore serve as an excellent sustainable example for other post-socialist cities in terms of strategic spatial planning and governance.","0","Journal","ar","Article","100","6","6","3332","21100240100","P5-0100","1","TRUE","all","All Open Access","46",NA,"post-socialist city | spatial planning | strategic spatial planning | sustainable city development | sustainable innovation | territorial governance","Center for Advancing Research Impact in Society",NA,"ARIS",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85191289403","SCOPUS_ID:85191289403","2-s2.0-85191289403","Pathways to assisted self-help housing: the evolution of Mexico’s housing governability system","Valenzuela L.","International Development Planning Review","14783401","46","2","2024-04-01","April 2024","10.3828/idpr.2023.11","Assisted self-help housing is a process whereby people are actively involved in the decision-making of their homes’ consolidation, receiving tools to better manage resources in building them. While such support is embedded within urban and regional systems, evolving forms of state intervention have received little attention in the literature. In this article, we focus on federal assisted self-help housing programmes in Mexico, where this approach became formalised by the early 2000s. Recent governments positioned assisted self-help housing – at least on paper – as key for Mexico’s housing agenda. What we term Mexico’s housing governability system has continuously evolved, yet its capacity to address housing needs is challenged. We show that policy and institutional change in Mexico reflect a continuing pathway over several decades to include assisted self-help policies in the housing governability system. We highlight the nonlinear nature of policy development and the paradoxes of formalising flexible self-help approaches.","0","Journal","ar","Article","100","3","3",NA,"50171","undefined","0","FALSE",NA,NA,"47","151-174","assisted self-help housing | governability | housing policy | Mexico | peripheral urbanisation","Starkey Hearing Foundation",NA,"SHF","14746743",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85190403918","SCOPUS_ID:85190403918","2-s2.0-85190403918","Governing Urban Climate Resilience (UCR): Systems, Agents, and Institutions in Shanghai, China","Li C.","Sustainability (Switzerland)","20711050","16","7","2024-04-01","April 2024","10.3390/su16072648","Climate change and urbanization intersect with escalating danger. Urban areas significantly contribute to climate change, which, in turn, poses severe threats to urban settings. The frequency and intensity of extreme events, like flooding and heat, are rising, with the need to enhance urban climate resilience (UCR) becoming more immediate. Scholarship tends to underrepresent general climate resilience in favor of specific hazards. This research seeks to contribute to the literature by exploring the case of Shanghai, China, discovering the mechanisms and characteristics of UCR governance, and examining how these outcomes are formed from a comparative gesture. The findings indicate that in Shanghai, 36.8% and 26.8% of climate resilience governance strategies are reflected in regional management and infrastructure construction led by the Water Affairs Bureau and the Meteorological Bureau. Furthermore, 30.6% of the strategies relate to the Water Affairs Bureau, showcasing a robust and integrated flood response. Meanwhile, 15.7% involve the Meteorological Bureau, boosting responses to high temperatures with better monitoring and early warning for increased flexibility and efficiency. Distinct governance processes for floods and extreme heat mirror these hazards’ inherent characteristics and societal perceptions. With strong government willingness and support, Shanghai has rapidly enhanced its flood resilience capabilities within a brief timeframe. Conversely, addressing the emerging risk of extreme heat is still in the early stages of evaluation, due to the lack of a clear disaster-bearing system and identified responsible agents. This research suggests that the future of climate resilience governance in Shanghai may emphasize identifying the characteristics of critical climate-related risks, expanding social autonomy through grassroots self-governance, procuring economic backing from the central government, and applying the tool of urban spatial planning.","0","Journal","ar","Article","100","5","5","2648","21100240100","23YJCZH275","1","TRUE","all","All Open Access","48",NA,"climate change | planning | policy | resilience | urban governance","Humanities and Social Sciences Youth Foundation, Ministry of Education",NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85190369111","SCOPUS_ID:85190369111","2-s2.0-85190369111","Spatial Dynamics and Social Order in Traditional Towns of Saudi Arabia’s Nadji Region: The Role of Neighborhood Clustering in Urban Morphology and Decision-Making Processes","Alnaim M.M.","Sustainability (Switzerland)","20711050","16","7","2024-04-01","April 2024","10.3390/su16072830","This study explores how the layout of neighborhoods in traditional settlements of Saudi Arabia’s Najdi region influence social interactions and urban planning decisions. The study uses a multidisciplinary approach that includes urban morphology, architectural phenomenology, and sociological study methods to investigate the relationships between spatial organization and decision-making processes on both the macro and micro levels of decision-making. The purpose is to look at how collective action decision-making processes affect the urban fabric and how social norms influence spatial organization at different levels. The study applies case study and spatial analysis approaches to investigate how the traditional settlements’ spatial structure promotes peace among the inhabitants while also sustaining cultural traditions. The qualitative approach investigates how spatial arrangements influence behaviors, developing a better understanding of how residents interact with their surroundings. According to the study’s findings, these spatial layouts sustain customs and assist communities in adapting to environmental changes by retaining cultural activities. The study identifies the significance of balancing development with the retention of important traditional values in the implementation of long-term urban conservation plans. Traditional Najdi towns can serve as urban design examples, emphasizing the need to acknowledge the distinct value of vernacular architecture in modern urban development while also fostering social cohesion.","0","Journal","ar","Article","100","2","2","2830","21100240100","undefined","1","TRUE","all","All Open Access","49",NA,"morphology | Najd | social order | spatial analysis | urban",NA,NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85190306611","SCOPUS_ID:85190306611","2-s2.0-85190306611","Impact of Digital Government on Digital Transformation of Enterprises from the Perspective of Urban Economic Sustainable Development","Li H.","Sustainability (Switzerland)","20711050","16","7","2024-04-01","April 2024","10.3390/su16072667","Enterprise digital transformation stands as a pivotal driving force for urban economic sustainable development. Investigating the role of digital government policies in fostering urban economic growth through enterprise digital transformation is essential for guiding governments in a more targeted pursuit of urban development policies. Utilizing the establishment of the urban big data administration bureau as a quasi-natural event and leveraging data on A-share listed companies from 2012 to 2022, this study scrutinizes whether the construction of digital government effectively stimulates enterprise digital transformation and, consequently, promotes urban economic development. Benchmark regression results unequivocally demonstrate that digital government policies significantly propel enterprise digital transformation. Mechanism analysis elucidates that digital government facilitates enterprise digital transformation by enhancing the urban business environment and mitigating the influence of information search costs. Heterogeneity analysis underscores the influence of factors such as the city’s area location, administrative level, and economic development level on policy effects. Notably, the impact of digital government policies is more pronounced in central and western cities, provincial capitals, and cities with lower economic development. Economic consequence analysis reveals that digital government policies play a crucial role in fostering urban economic sustainable development by fostering the digital transformation of enterprises.","0","Journal","ar","Article","100","2","2","2667","21100240100","ZR2022MG040","1","TRUE","all","All Open Access","50",NA,"digital government | digital transformation | information search costs | urban business environment | urban economic sustainable development","Natural Science Foundation of Shandong Province",NA,NA,NA,NA
